89,21
86,6
85,4
72,6
23,22
79,8
2,27
74,3
61,12
80,9
23,26
50,8
89,8
67,26
36,20
116,24
67,2
117,11
38,28
56,15
93,28
96,2
23,19
91,19
117,25
55,10
5,19
112,7
35,15
74,8
1,18
112,3
62,5
30,19
111,8
56,16
79,4
51,8
63,5
75,4
63,7
106,17
114,6
103,14
25,23
101,4
54,20
11,20
105,3
98,9
65,29
55,14
48,22
110,4
0,23
65,4
15,16
109,12
5,26
0,13
97,3
70,8
98,12
27,30
64,7
107,26
55,11
69,3
22,10
112,2
77,20
107,11
69,2
97,6
57,3
38,21
45,23
60,6
89,10
77,19
106,5
68,4
58,18
15,18
61,15
19,27
81,2
78,7
30,19
109,5
115,8
90,3
50,8
120,8
8,24
94,21
5,26
105,15
56,21
113,7
58,24
39,20
29,29
113,12
16,19
99,12
66,18
86,20
92,4
100,8
120,29
84,10
97,25
91,5
119,7
83,13
99,21
113,7
103,12
101,10
75,3
13,19
35,19
91,14
103,23
83,6
19,15
93,21
105,9
63,9
98,3
37,21
91,16
63,9
69,25
94,9
120,9
79,24
19,27
80,8
91,7
89,18
53,15
89,2
115,6
23,27
108,20
117,6
35,20
11,30
98,24
18,17
55,8
51,19
32,9
5,12
15,8
120,12
103,8
66,16
53,2
50,14
28,20
92,7
21,22
40,15
64,11
105,3
19,17
62,24
66,5
107,8
43,25
21,20
80,18
99,5
0,29
66,24
105,28
78,3
9,19
90,4
116,21
10,10
71,12
24,29
75,26
44,24
53,16
82,29
84,8
6,25
75,5
61,5
97,6
64,20
87,12
118,18
7,23
76,8
27,13
70,3
61,17
23,19
37,22
68,2
87,9
64,13
67,14
85,16
84,11
106,19
74,25
106,8
10,24
75,4
48,13
90,21
68,6
117,6
82,8
75,29
68,4
96,26
52,27
118,18
27,23
26,23
84,13
46,9
37,23
69,5
50,20
78,9
109,6
54,28
99,11
77,20
19,29
23,22
68,10
79,29
56,15
67,4
63,28
48,14
14,22
72,21
84,18
81,17
66,10
84,2
4,10
113,3
30,23
76,6
69,3
3,30
96,2
120,19
41,25
8,13
78,2
31,22
76,26
61,9
108,12
45,19
109,8
68,12
82,4
29,22
94,10
65,6
60,22
100,5
49,15
71,5
65,30
119,5
16,18
3,22
73,9
108,9
25,29
120,5
103,8
58,11
53,20
10,14
109,27
119,19
83,17
117,8
116,2
91,10
110,8
10,26
96,24
58,11
84,14
105,15
110,18
110,27
96,7
31,14
62,7
45,8
5,12
98,11
30,23
86,8
13,11
108,5
10,22
69,28
23,12
93,5
111,23
89,21
16,24
1,27
51,14
6,16
13,21
68,9
61,17
116,10
83,18
76,4
90,9
117,8
44,17
55,11
97,7
44,29
95,11
88,23
84,12
39,11
19,30
113,9
88,28
50,8
119,12
44,25
74,7
113,6
55,30
22,18
7,11
19,28
92,6
2,15
2,12
83,17
115,16
1,13
65,5
19,28
14,24
35,14
94,7
96,6
57,20
5,15
65,16
93,9
22,26
53,14
19,15
97,19
71,7
72,13
102,9
110,20
103,5
120,10
32,8
80,18
100,4
80,16
108,21
96,27
44,16
75,7
47,20
97,12
99,7
30,14
87,6
5,14
83,3
14,26
96,18
87,8
71,8
87,13
52,30
114,15
27,8
98,24
114,27
68,5
106,4
85,10
63,25
34,29
16,16
56,23
64,7
61,28
52,5
35,27
83,20
27,8
113,4
59,11
91,30
84,20
13,22
47,14
114,21
72,6
62,30
88,5
111,21
6,23
118,23
20,14
94,26
93,6
76,3
24,25
118,2
19,9
111,20
15,10
23,12
119,12
98,24
79,9
114,28
119,29
101,22
72,27
93,15
88,17
85,16
96,13
68,26
86,8
34,23
23,25
94,2
98,15
32,16
41,18
14,18
107,5
103,28
4,12
108,12
75,5
71,20
1,12
80,18
43,28
114,26
50,8
80,5
72,9
27,29
43,25
103,30
119,2
115,29
106,28
43,21
14,18
75,27
116,14
98,29
83,10
40,16
111,3
62,15
37,25
13,28
83,19
101,6
105,24
31,14
71,21
83,6
83,18
63,21
74,10
93,9
56,9
50,22
91,27
84,26
100,28
77,15
36,26
79,11
87,7
22,21
71,8
36,25
3,18
102,3
60,21
95,14
21,13
74,4
9,20
36,27
92,3
30,27
107,9
89,30
40,10
20,11
30,25
49,17
119,2
28,12
40,13
75,6
111,2
34,26
74,13
84,6
52,9
95,5
60,16
99,11
8,13
92,8
88,15
6,25
90,29
79,3
56,9
30,23
5,23
31,13
3,28
81,15
75,2
105,7
104,6
44,11
109,2
61,8
109,4
61,9
6,29
39,30
107,7
75,10
32,26
98,15
34,13
88,6
97,11
33,10
50,23
27,11
79,14
55,14
107,3
77,5
113,19
112,20
101,10
22,25
78,9
74,3
98,21
105,7
35,28
80,12
12,8
49,22
119,3
30,16
108,5
69,19
10,14
8,14
34,10
36,26
62,22
56,9
87,8
51,18
48,13
76,11
18,20
114,2
62,18
26,19
98,17
80,19
92,4
95,29
82,19
60,15
95,18
79,26
87,15
18,27
112,12
87,14
110,10
60,12
38,9
30,29
119,8
93,19
30,15
56,13
24,24
60,26
86,18
87,22
52,11
40,29
112,12
58,25
27,27
11,11
17,10
47,18
85,18
9,18
56,29
19,14
119,17
14,25
11,22
81,7
13,28
3,21
69,8
94,18
86,8
36,8
82,12
104,19
31,13
50,8
49,21
8,23
17,22
100,23
70,3
89,15
105,19
22,29
23,15
13,14
24,23
17,13
79,22
17,28
49,25
57,21
72,24
7,18
116,6
50,20
62,22
36,8
13,19
95,15
21,8
94,5
73,23
116,21
62,15
79,20
81,2
110,11
58,23
55,13
114,30
74,6
38,9
75,7
8,28
68,13
80,29
95,6
70,3
46,29
103,8
120,20
116,21
2,15
54,21
71,5
96,8
40,2
26,8
14,9
35,5
14,9
29,8
31,7
29,7
26,6
24,3
44,8
5,4
1,3
19,7
42,2
7,2
30,4
43,4
38,8
21,2
31,6
1,6
50,6
48,5
23,8
47,4
24,4
43,3
48,9
4,3
46,2
31,9
11,4
31,5
43,7
45,2
37,6
26,6
11,7
49,9
1,4
33,4
18,7
8,5
34,3
15,3
28,6
6,9
33,7
3,5
42,8
18,9
34,7
30,8
48,7
43,3
27,3
15,8
31,9
15,7
22,5
31,2
50,6
11,5
32,5
31,7
5,5
7,9
31,2
7,8
22,3
28,3
44,6
19,4
21,6
11,7
3,9
34,3
30,2
1,8
39,2
43,8
6,3
48,2
30,5
39,2
23,4
50,2
41,3
8,9
14,7
33,2
31,8
35,5
3,5
39,8
48,6
2,8
13,7
1,3
40,2
26,8
14,9
35,5
14,9
29,8
31,7
29,7
26,6
24,3
44,8
5,4
1,3
19,7
42,2
7,2
30,4
43,4
38,8
21,2
31,6
1,6
50,6
48,5
23,8
47,4
24,4
43,3
48,9
4,3
46,2
31,9
11,4
31,5
43,7
45,2
37,6
26,6
11,7
49,9
1,4
33,4
18,7
8,5
34,3
15,3
28,6
6,9
33,7
3,5
42,8
18,9
34,7
30,8
48,7
43,3
27,3
15,8
31,9
15,7
22,5
31,2
50,6
11,5
32,5
31,7
5,5
7,9
31,2
7,8
22,3
28,3
44,6
19,4
21,6
11,7
3,9
34,3
30,2
1,8
39,2
43,8
6,3
48,2
30,5
39,2
23,4
50,2
41,3
8,9
14,7
33,2
31,8
35,5
3,5
39,8
48,6
2,8
13,7
1,3
